Name,helmet,cape,amulet,weapon,body,sheild,Equip7,legs,Equip9,gloves,boots,Equip12,Loc_x,Loc_y,Anim_id,Overall,Attack,Defence,Strength,Hitpoints,Ranged,Prayer,Magic,Cooking,Woodcutting,Fletching,Fishing,Firemaking,Crafting,Smithing,Mining,Herblore,Agility,Thieving,Slayer,Farming,Runecrafting,Hunter,Construction,Location
bucks93,-1,4333,23354,1329,-1,-1,-1,-1,-1,-1,-1,-1,3256,3226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
Steve402,-1,1019,-1,1275,-1,-1,-1,-1,-1,1059,1061,-1,3265,3227,-1,419,40,30,25,34,7,23,1,42,43,1,14,27,22,47,55,1,1,1,1,1,1,1,1,attack
dadleo,1165,1023,-1,1327,1125,1195,-1,1077,-1,2922,1061,-1,3264,3248,1156,147,16,10,2,14,1,15,1,14,1,1,10,1,3,1,49,1,1,1,1,1,1,1,1,attack
angelgab17,1017,-1,-1,1379,581,-1,-1,1015,-1,-1,-1,-1,3265,3233,-1,275,20,20,20,22,1,19,1,26,30,1,20,31,3,29,24,1,1,1,1,1,1,1,1,attack
Axl1992,1017,1019,1731,1387,426,-1,-1,428,-1,-1,1061,-1,3237,3223,-1,558,44,55,38,55,59,46,84,18,30,1,12,33,7,1,12,1,21,1,1,1,1,36,1,attack
presquanch,-1,-1,1731,-1,-1,-1,-1,-1,-1,2912,-1,-1,3259,3244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
44cloak2185,-1,-1,552,-1,-1,-1,-1,-1,-1,-1,-1,-1,3234,3262,-1,104,1,1,1,10,1,1,1,1,1,1,73,1,1,1,1,1,1,1,1,1,1,1,1,attack
citsidaschic,1037,1021,1662,1315,12277,-1,-1,12285,-1,3060,1061,-1,3258,3292,-1,286,28,26,28,28,1,13,1,25,17,1,16,21,8,29,36,1,1,1,1,1,1,1,1,attack
Zebstrika420,1153,1021,-1,1329,1115,1191,-1,1067,-1,-1,-1,-1,3252,3282,-1,229,1,1,1,16,1,1,25,53,1,1,60,9,49,1,1,1,1,1,1,1,1,1,1,attack
Lsanyer20,1017,1007,1731,1381,1035,-1,-1,1033,-1,1063,1061,-1,3261,3284,1162,284,2,4,1,22,30,18,1,31,20,1,30,22,20,33,41,1,1,1,1,1,1,1,1,attack
nacar sdj,-1,-1,-1,1327,1117,-1,-1,1067,-1,-1,-1,-1,3251,3250,390,254,16,1,10,28,54,32,1,7,35,1,5,7,19,1,1,1,15,1,15,1,1,1,1,attack
Hazfire,1161,1019,1731,1331,1123,1199,-1,1073,-1,-1,9005,-1,3255,3274,390,171,34,30,30,32,1,1,1,6,1,1,8,1,1,1,1,1,1,15,1,1,1,1,1,attack
BrokeMan,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3243,3309,-1,809,70,60,76,71,59,54,57,56,34,1,60,18,6,36,11,1,31,2,53,1,1,1,50,attack
Icyocgadrag,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3259,3238,-1,189,41,1,60,51,1,1,1,1,12,1,7,1,1,1,1,1,1,1,1,1,1,1,1,attack
celchriss,-1,-1,-1,841,-1,-1,-1,-1,-1,-1,-1,-1,3239,3252,623,104,1,1,1,10,1,1,1,1,1,1,73,1,1,1,1,1,1,1,1,1,1,1,1,attack
isoskiller9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3261,3232,-1,1844,91,90,95,99,99,71,94,82,72,84,75,72,75,75,80,65,74,76,91,69,63,69,83,attack
Kimbou747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3252,623,108,1,1,1,10,1,1,1,1,1,1,77,1,1,1,1,1,1,1,1,1,1,1,1,attack
TRUMP4gov,579,-1,1731,-1,-1,-1,-1,1033,-1,-1,-1,-1,3239,3252,623,142,1,11,1,16,1,1,24,1,1,1,72,1,1,1,1,1,1,1,1,1,1,1,1,attack
Casual Toast,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3254,3252,-1,203,30,1,46,41,43,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
Real gwd,-1,-1,1731,843,-1,-1,-1,-1,-1,-1,-1,-1,3246,3296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
BowenBandit,21298,6568,11667,4151,21301,6524,-1,21304,-1,1059,11840,-1,3253,3267,-1,376,70,61,63,65,1,43,2,1,1,29,1,1,1,1,1,3,12,15,1,1,1,1,1,attack
28rune2887,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3241,3281,-1,0,1,1,1,1,1,1,1,1,1,1,68,1,1,1,1,1,1,1,1,1,1,1,1,attack
YeahTyphoid,1153,1019,552,1309,1101,-1,-1,1075,-1,1059,-1,-1,3264,3224,-1,215,16,11,13,18,10,10,2,15,16,1,8,19,3,29,36,1,1,1,1,1,1,1,1,attack
vtmama69,-1,-1,1731,1359,-1,-1,-1,-1,-1,-1,-1,-1,3238,3226,-1,521,45,41,45,43,1,28,16,50,70,1,51,38,5,31,48,1,1,1,1,1,1,1,1,attack
Charliecov,1153,1007,1478,1327,1115,1191,-1,1067,-1,1059,1061,-1,3255,3266,1156,148,10,1,1,11,1,2,10,13,30,1,1,31,1,1,26,1,1,1,1,1,1,1,1,attack
DereckMilan,-1,1027,1731,-1,-1,1173,-1,1099,-1,1065,-1,-1,3256,3293,-1,239,40,30,35,51,60,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
Xx lokis xX,1153,1007,1725,1319,1115,-1,-1,1067,-1,1059,-1,-1,3248,3295,407,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
Veenersnitz,-1,4325,1729,1341,12287,-1,-1,12289,-1,-1,1061,-1,3261,3262,-1,465,15,27,20,34,36,20,36,41,39,1,42,21,17,40,48,1,1,1,1,1,21,1,1,attack
Jazzikal,2613,4345,1654,1331,2607,1201,-1,2609,-1,-1,9005,-1,3253,3278,-1,501,37,40,36,46,24,17,54,32,36,1,33,39,20,33,45,1,1,1,1,1,1,1,1,attack
Sir Luc 86,2627,1023,1478,841,1113,-1,-1,1095,-1,1063,1061,-1,3230,3297,-1,0,1,44,1,1,1,1,1,54,43,1,42,47,1,42,48,1,1,1,1,1,1,1,1,attack
Manito90,6182,-1,-1,-1,-1,-1,-1,-1,-1,2942,1061,-1,3244,3225,5354,387,20,20,32,34,40,20,8,33,49,1,25,25,3,23,46,1,1,1,1,1,1,1,1,attack
Pimwiss,1153,1019,552,1285,1115,1191,-1,1067,-1,-1,-1,-1,3250,3262,-1,233,22,17,23,22,1,16,1,4,31,1,7,10,3,26,41,1,1,1,1,1,1,1,1,attack
biggiesbals,19649,9760,19553,22324,11832,22322,-1,11834,-1,7462,13239,-1,3253,3279,-1,2044,93,92,99,99,99,99,99,99,82,99,81,87,85,80,80,85,75,80,89,99,73,85,85,attack
CCLUTTERBUCK,-1,-1,-1,1331,23315,1193,-1,1013,-1,-1,1061,-1,3252,3279,-1,462,41,40,32,41,27,24,41,35,50,1,27,32,8,9,24,1,1,1,1,1,23,1,1,attack
lilbobby101,2619,4343,1662,1333,1113,2621,-1,2617,-1,2942,-1,-1,3246,3285,-1,390,58,45,45,52,1,26,1,43,7,1,46,8,3,6,40,1,1,1,1,1,1,1,1,attack
Rh treehouse,-1,9748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3254,3278,-1,1756,99,91,99,97,76,70,79,70,70,82,65,66,70,72,75,72,75,63,91,71,60,72,71,attack
Ace22zBank,1157,1007,1725,1325,1119,1193,-1,1069,-1,-1,-1,-1,3259,3263,-1,0,1,1,1,1,1,51,1,1,1,1,1,35,1,1,1,1,1,1,1,1,1,1,1,attack
gregberezny,3751,13121,1731,1333,1127,1197,-1,1079,-1,7459,9006,-1,3264,3267,-1,1009,50,50,50,49,40,38,60,56,57,42,55,50,48,44,48,28,41,53,40,32,27,26,25,attack
Exely Stands,-1,-1,-1,841,3058,-1,-1,-1,-1,1059,3061,-1,3253,3264,-1,283,15,10,10,16,2,10,1,30,31,31,27,7,1,35,43,1,1,7,1,1,1,1,1,attack
Slupe_dogg22,1149,-1,6585,13263,11832,-1,-1,11834,-1,11115,11840,-1,3264,3268,-1,853,73,75,72,76,73,59,57,36,37,38,6,24,36,43,49,1,35,10,49,1,1,1,1,attack
VictorBorba,11865,6570,6585,4151,4988,12829,-1,21304,-1,7462,11840,-1,3263,3268,-1,1464,79,78,82,82,80,70,81,96,62,61,62,60,61,63,60,53,54,54,63,43,52,18,50,attack
Beer Funnel,12931,6570,19547,22978,11832,19722,-1,11834,-1,22981,13239,-1,3263,3269,-1,2074,98,95,97,99,96,79,99,89,92,89,80,91,91,88,82,84,87,85,89,99,96,85,84,attack
isabeldelos,-1,-1,-1,1293,6654,-1,-1,6655,-1,-1,-1,-1,3245,3252,-1,456,37,29,31,35,13,29,34,43,39,1,34,41,42,12,28,1,1,1,1,1,1,1,1,attack
Spreggles,9761,1052,1797,3757,6617,12610,-1,6625,-1,6629,6619,-1,3239,3307,-1,1917,99,99,99,99,99,99,99,82,80,80,84,93,71,70,70,79,80,77,80,79,59,70,70,attack
CristinaCM,1141,-1,-1,1295,-1,9704,-1,-1,-1,1059,1061,-1,3235,3293,-1,134,6,5,5,12,1,5,1,1,41,1,1,44,1,1,1,1,1,1,1,1,1,1,1,attack
But1323,1153,-1,1731,1381,1115,1191,-1,1067,-1,-1,-1,-1,3239,3278,-1,143,11,3,3,12,1,1,1,11,3,1,6,7,2,28,45,1,1,1,1,1,1,1,1,attack
LifeGoldbul,662,-1,11976,2402,-1,-1,-1,-1,-1,-1,-1,-1,3249,3225,-1,489,51,30,51,53,31,42,84,31,30,1,30,30,1,1,1,1,15,1,1,1,1,1,1,attack
GrimDragon45,-1,-1,-1,1331,-1,-1,-1,-1,-1,-1,-1,-1,3259,3224,-1,0,1,1,1,1,1,34,1,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
elgato2020,1165,-1,-1,-1,1125,-1,-1,1089,-1,-1,1061,-1,3241,3240,-1,287,14,27,35,32,30,34,1,32,20,1,1,22,3,1,26,1,1,1,1,1,1,1,1,attack
Malrick907,-1,-1,-1,-1,-1,-1,-1,-1,-1,1059,1061,-1,3236,3223,-1,316,42,40,40,42,30,14,17,9,11,1,6,10,5,18,23,1,1,1,1,1,1,1,1,attack
Sl3dN3ck,10039,10069,-1,-1,10037,-1,-1,10035,-1,-1,-1,-1,3234,3227,-1,860,50,51,57,53,36,27,47,63,60,50,70,37,35,54,48,1,22,5,14,1,21,57,1,attack
PurdyGud,1161,1007,1731,1301,1123,1199,-1,1073,-1,1059,9005,-1,3241,3242,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,attack
riursagitary,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3262,3245,-1,386,42,43,38,41,10,28,2,22,45,1,2,36,1,26,41,1,1,1,1,1,1,1,1,attack
boobookittyv,-1,-1,-1,1319,1005,-1,-1,5044,-1,3060,1837,-1,3251,3252,-1,820,45,46,43,48,60,53,66,75,53,44,24,57,23,29,13,38,40,7,34,11,1,9,1,attack
johan16988,3057,-1,1731,851,-1,-1,-1,-1,-1,-1,-1,-1,3252,3252,-1,683,45,49,45,55,41,36,64,62,49,1,60,39,1,50,78,1,1,1,1,1,1,1,1,attack
JDark1,-1,4377,1478,843,1129,-1,-1,1097,-1,1063,1061,-1,3253,3267,-1,508,40,1,35,35,26,1,38,47,48,1,48,40,40,31,50,1,1,1,1,1,20,1,1,attack
COVIDNICOLE,1046,4333,1478,1329,1107,-1,-1,3473,-1,2942,9005,-1,3253,3250,-1,292,26,27,24,29,1,15,32,36,28,1,30,32,1,1,1,1,1,1,1,1,1,1,1,attack
Litsed1962,1153,1019,1654,1271,1101,1191,-1,1067,-1,1059,1061,-1,3239,3254,-1,311,32,1,16,25,9,18,1,29,38,1,22,38,3,32,38,1,1,1,1,1,1,1,1,attack
Papada718,6188,-1,1478,841,1131,-1,-1,1095,-1,1063,1061,-1,3254,3225,426,467,40,42,40,42,1,1,39,36,41,1,54,42,5,35,40,1,1,1,1,1,1,1,1,attack
Wooly153,579,4399,552,1355,577,-1,-1,1011,-1,1059,9006,-1,3252,3236,-1,419,30,30,30,34,27,30,31,34,24,1,23,25,21,35,36,1,1,1,1,1,1,1,1,attack
Wornpike2493,1139,-1,1009,1329,-1,1173,-1,-1,-1,-1,-1,-1,3250,3243,-1,193,22,1,7,17,1,12,1,14,37,1,1,30,1,11,29,1,1,1,1,1,1,1,1,attack
ChrystanMyno,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3252,3267,-1,103,1,1,1,10,1,1,1,4,13,1,55,1,3,1,1,1,1,1,1,1,1,1,1,attack
TalesTeller,1017,-1,-1,1293,1131,1191,-1,1067,-1,1063,1061,-1,3254,3294,-1,220,14,14,15,22,1,5,30,33,17,1,40,17,1,1,1,1,1,1,1,1,1,1,1,attack
AndroeHills,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3253,3279,-1,102,1,1,1,10,1,1,1,4,13,1,54,1,3,1,1,1,1,1,1,1,1,1,1,attack
B1G Cheese,-1,4345,1731,1381,-1,-1,-1,-1,-1,2922,9005,-1,3245,3262,-1,346,41,44,49,44,23,25,37,12,1,1,7,4,10,29,11,1,1,1,1,1,1,1,1,attack
Torm,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3255,3259,-1,1956,99,99,99,99,91,82,86,99,97,86,87,99,73,73,80,71,77,83,75,72,71,75,83,attack
Combatcobox,-1,-1,552,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3297,-1,105,1,1,1,10,1,1,1,1,1,1,73,1,1,1,2,1,1,1,1,1,1,1,1,attack
optic_white,2619,4347,1731,1349,2615,2621,-1,2617,-1,1065,1061,-1,3247,3272,877,0,60,60,68,63,1,34,1,1,1,1,1,1,1,33,44,1,1,1,1,1,1,1,1,attack
iGala,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3234,3243,879,0,1,1,1,1,1,1,1,1,1,1,1,37,1,1,1,1,1,1,1,1,1,1,1,attack
LAKUSH,1163,4413,1725,1333,1127,1201,-1,1079,-1,2942,9006,-1,3252,3290,-1,495,45,48,56,51,12,19,52,34,66,1,19,2,12,29,15,1,1,14,14,1,1,1,1,attack
Tinhydradig,1167,4411,1731,853,1129,-1,-1,1095,-1,1063,1061,-1,3253,3259,426,390,40,1,40,38,29,24,45,20,33,1,1,8,61,40,1,1,1,1,1,1,1,1,1,attack
Back humper,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3248,3237,-1,606,57,60,60,70,71,14,70,6,44,1,46,12,1,1,85,1,1,1,1,1,1,1,1,attack
DixsonCiderr,-1,10499,11976,-1,-1,-1,-1,-1,-1,11974,-1,-1,3236,3224,-1,1138,51,65,63,81,90,60,92,54,1,27,50,45,51,65,38,37,52,42,53,20,15,12,35,attack
pielroja,1949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3259,3229,422,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,1,1,1,1,1,1,1,1,attack
Misrravb,1153,-1,-1,1323,1115,1191,-1,1067,-1,-1,1061,-1,3256,3279,-1,174,18,1,10,16,1,5,1,13,31,1,2,35,3,8,21,1,1,1,1,1,1,1,1,attack
SirJanko,6182,1007,1731,849,426,-1,-1,1095,-1,1059,1061,-1,3266,3296,426,247,20,1,32,26,19,1,1,31,45,1,30,20,1,1,10,1,1,1,1,1,1,1,1,attack
thehelpper,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3220,3304,875,158,2,1,1,10,1,1,30,16,47,1,11,22,5,1,1,1,1,1,1,1,1,1,1,attack
brainhome,-1,-1,-1,1359,-1,-1,-1,-1,-1,-1,-1,-1,3221,3303,-1,678,41,44,54,48,40,32,47,45,53,1,50,52,50,44,50,1,1,1,1,1,20,1,1,attack
Rusty Net,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3240,3243,623,81,1,1,1,10,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,attack
DJRmax,1159,13679,1009,1313,1121,-1,-1,1071,-1,-1,1061,-1,3245,3244,407,307,13,20,20,20,1,12,1,19,45,1,16,48,1,38,44,1,1,1,1,1,1,1,1,attack
1 Im jesus,-1,-1,-1,1297,-1,-1,-1,-1,-1,-1,-1,-1,3240,3243,623,1343,73,72,74,76,75,60,76,82,59,53,54,50,61,48,64,31,50,53,63,55,34,46,34,attack
Booty hit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3295,-1,1715,75,75,93,99,99,77,99,70,72,67,77,99,70,60,67,52,73,72,71,70,29,66,83,attack
Vehicle151,579,-1,-1,1385,1105,1177,-1,1067,-1,1059,1061,-1,3252,3235,733,213,14,11,10,18,5,2,18,22,17,1,22,15,6,7,21,1,1,1,1,1,17,1,1,attack
titimoteo,-1,-1,-1,1333,1113,1201,-1,1079,-1,-1,-1,-1,3234,3230,879,441,59,59,59,59,1,23,1,43,42,1,40,43,1,1,1,1,1,1,1,1,1,1,1,attack
Firedwarf289,-1,1019,-1,1325,6180,1173,-1,-1,-1,-1,-1,-1,3263,3278,390,190,20,15,24,22,1,11,1,13,33,1,8,30,1,1,1,1,1,1,1,1,1,1,1,attack
Magosii,1017,1007,-1,1381,426,-1,-1,428,-1,1059,1061,-1,3259,3263,420,196,7,6,7,14,2,4,21,11,21,1,10,27,3,7,29,1,1,1,1,1,19,1,1,attack
gerardo1975,1139,-1,-1,1265,-1,1171,-1,-1,-1,-1,-1,-1,3249,3242,-1,226,32,40,50,43,1,13,1,11,9,1,8,5,1,1,2,1,1,1,1,1,1,1,1,attack
Totalleet420,1145,1019,-1,1371,1113,1199,-1,1069,-1,-1,-1,-1,3248,3225,-1,408,38,40,37,39,21,19,1,31,20,1,26,21,21,40,45,1,1,1,1,1,1,1,1,attack
15 Rage 1863,-1,-1,-1,1381,-1,-1,-1,-1,-1,-1,-1,-1,3240,3244,-1,489,41,44,44,45,27,41,43,44,22,1,35,16,20,24,34,1,1,1,1,1,1,1,1,attack
Bigdardycing,1167,4345,1478,843,1129,-1,-1,1095,-1,1059,1061,-1,3256,3278,426,222,1,1,12,24,2,9,41,11,10,1,7,6,3,39,47,1,1,1,1,1,1,1,1,attack
CallMeMrTiny,12486,4405,1731,1287,1113,12488,-1,12482,-1,1065,1061,-1,3258,3290,-1,833,37,40,30,51,61,33,82,68,60,38,82,29,55,87,50,1,23,1,1,1,1,1,1,attack
Raynuu,1155,-1,-1,1277,1117,1189,-1,1075,-1,-1,-1,-1,3264,3261,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
thedude735,2613,-1,1478,1331,2607,2611,-1,2609,-1,-1,-1,-1,3258,3276,-1,414,40,30,30,34,1,16,16,16,60,1,11,62,7,40,42,1,1,1,1,1,1,1,1,attack
85 Umbra 782,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3243,3274,-1,0,1,1,1,1,1,1,1,1,1,1,69,1,1,1,1,1,1,1,1,1,1,1,1,attack
loldumbname,1153,-1,1731,667,1115,1191,-1,1067,-1,-1,-1,-1,3246,3244,-1,191,1,1,1,30,40,10,72,5,1,1,1,1,8,1,10,1,1,1,1,1,1,1,1,attack
Mozart_73,-1,-1,-1,1357,-1,-1,-1,-1,-1,-1,-1,-1,3240,3242,-1,406,40,41,40,41,30,29,28,21,45,1,1,46,8,1,26,1,1,1,1,1,1,1,1,attack
35 Chaos 9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3252,-1,110,1,1,1,10,1,1,1,1,1,1,79,1,1,1,1,1,1,1,1,1,1,1,1,attack
HansSanitzer,20792,-1,-1,1277,20794,1171,-1,20796,-1,1059,1061,-1,3253,3262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
flowersthrr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3241,3248,-1,111,1,1,1,10,1,1,1,2,1,1,79,1,1,1,1,1,1,1,1,1,1,1,1,attack
Mastereggkil,1165,-1,-1,1327,1125,1195,-1,1077,-1,-1,-1,-1,3252,3226,-1,101,11,11,11,15,1,2,1,5,26,1,2,1,4,1,1,1,1,1,1,1,1,1,1,attack
yuyaji1,1949,-1,-1,1321,1035,1173,-1,1033,-1,-1,-1,-1,3254,3225,-1,591,22,1,37,53,17,38,66,55,84,1,51,44,59,1,54,1,1,1,1,1,1,1,1,attack
yuyaji2,-1,-1,-1,1277,1035,-1,-1,1033,-1,-1,-1,-1,3257,3228,-1,590,22,2,37,53,17,39,66,54,84,1,52,42,59,1,53,1,1,1,1,1,1,1,1,attack
iamlookalike,579,-1,1478,843,1005,-1,-1,-1,-1,1059,1061,-1,3256,3278,-1,487,43,31,25,33,13,30,39,42,25,10,45,15,9,29,13,4,34,29,14,1,1,1,1,attack
JaiTheSavage,12283,-1,552,1315,12277,-1,-1,12279,-1,7595,-1,-1,3248,3289,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,35,49,1,1,1,1,1,1,1,1,attack
MESSI JUNIOR,1153,1019,1731,9703,1129,1191,-1,1099,-1,1065,1061,-1,3256,3282,-1,349,26,7,20,49,60,34,22,18,32,1,13,36,1,1,21,1,1,1,1,1,1,1,1,attack
Ethiosway321,1161,1023,552,1301,1123,1199,-1,1073,-1,1059,1061,-1,3260,3273,-1,307,30,30,27,30,7,18,9,26,31,1,5,13,7,28,37,1,1,1,1,1,1,1,1,attack
lalalooso,-1,4405,1731,849,6654,-1,-1,6181,-1,2922,3061,-1,3254,3290,426,0,1,48,57,51,1,36,1,39,1,1,42,1,1,1,1,1,1,1,1,1,1,1,1,attack
Hubs 48,1161,-1,1725,1273,1123,1199,-1,1073,-1,-1,-1,-1,3290,3380,-1,0,1,40,1,1,1,1,1,40,1,1,43,41,1,1,1,1,1,1,1,1,19,1,1,mining
darkm3ssiahX,1155,-1,1009,1321,1117,1189,-1,1075,-1,-1,1061,-1,3282,3370,625,257,30,26,30,29,1,21,1,25,1,1,20,1,1,22,40,1,1,1,1,1,1,1,1,mining
m a h al,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3288,3371,-1,101,3,3,8,11,1,1,8,7,3,1,4,1,1,3,25,1,1,1,1,1,14,1,1,mining
o2fjiaofh,1165,1007,1478,12297,1125,1195,-1,1089,-1,-1,-1,-1,3294,3380,-1,331,20,22,25,28,30,14,6,41,13,1,41,17,1,29,35,1,1,1,1,1,1,1,1,mining
felis77,-1,-1,-1,1271,1005,-1,-1,-1,-1,1059,1061,-1,3293,3380,-1,405,30,30,28,30,13,23,9,43,27,1,34,18,31,29,37,1,1,1,1,1,15,1,1,mining
DayFTZ,-1,-1,-1,1273,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,-1,269,21,1,1,10,1,9,45,19,3,1,53,5,37,30,25,1,1,1,1,1,1,1,1,mining
ESINEJ,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,625,0,1,1,1,1,1,37,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,1,1,mining
D-Ulti,1153,-1,1731,1269,1115,1191,-1,1067,-1,-1,9006,-1,3287,3370,627,165,8,5,10,13,1,6,1,18,3,1,4,5,1,38,43,1,1,1,1,1,1,1,1,mining
Slay Hero 12,6188,-1,-1,1271,-1,-1,-1,-1,-1,-1,-1,-1,3287,3368,-1,445,34,35,30,41,1,29,49,56,4,1,62,4,26,29,36,1,1,1,1,1,1,1,1,mining
erki369,1163,-1,-1,1333,1127,1201,-1,1079,-1,-1,1061,-1,3290,3363,-1,412,43,46,46,43,1,31,10,53,21,1,51,15,3,9,31,1,1,1,1,1,1,1,1,mining
jeffersson21,-1,-1,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,-1,606,45,48,48,46,25,23,37,50,50,1,50,50,21,37,48,1,1,1,1,1,20,1,1,mining
Uksmangur33,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3285,3364,-1,102,1,1,1,10,1,1,1,5,2,1,64,2,1,1,2,1,1,1,1,1,1,1,1,mining
1sBigWolf,-1,1019,-1,1273,6654,-1,-1,-1,-1,-1,-1,-1,3286,3361,-1,524,65,66,65,65,30,24,1,30,36,9,30,31,21,1,23,1,1,1,20,1,1,1,1,mining
HankDaHippo,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3284,3368,628,282,1,1,1,10,1,1,1,50,60,1,50,62,4,1,30,1,1,1,1,1,1,1,1,mining
Lantadynomyt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3286,3368,-1,91,1,1,1,10,1,1,1,4,1,1,1,1,1,1,57,1,1,1,1,1,1,1,1,mining
FeG3nt,-1,1007,1478,1271,-1,-1,-1,-1,-1,1059,1061,-1,3286,3368,628,376,30,20,39,36,35,23,9,28,2,1,24,5,31,39,44,1,1,1,1,1,3,1,1,mining
Welshyryan93,1165,4341,1731,1273,1125,1195,-1,1077,-1,-1,1061,-1,3286,3368,625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mining
Sticks Dude,1153,1007,1009,1271,1115,1191,-1,1067,-1,1059,1061,-1,3182,3372,-1,418,40,40,40,40,18,29,1,26,31,1,10,35,1,37,48,1,1,1,1,1,14,1,1,mining
By My Selff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,255,17,1,14,16,1,13,1,45,8,1,45,8,1,31,45,1,1,1,1,1,1,1,1,mining
cixotevol,1153,-1,-1,-1,6654,1175,-1,12812,-1,13665,9006,-1,3176,3366,629,201,17,1,1,14,1,8,1,12,35,1,1,40,3,25,33,1,1,1,1,1,1,1,1,mining
Jega147,-1,-1,552,1265,-1,-1,-1,-1,-1,-1,-1,-1,3189,3376,-1,323,31,45,40,50,57,21,1,13,30,1,1,20,3,1,1,1,1,1,1,1,1,1,1,mining
Kick bash,1050,4387,1718,-1,544,-1,-1,542,-1,-1,-1,-1,3175,3367,-1,0,1,1,1,1,1,1,1,1,50,1,1,53,1,1,44,1,1,1,1,1,1,1,1,mining
E L I S E7,-1,-1,1710,1275,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,665,51,44,46,53,43,16,89,23,80,6,9,25,1,6,83,1,1,30,9,32,1,15,1,mining
muneerdon111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,66,1,1,1,10,1,1,1,1,1,1,35,1,1,1,1,1,1,1,1,1,1,1,1,mining
muneerdon444,-1,-1,-1,1277,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,66,1,1,1,10,1,1,1,1,1,1,35,1,1,1,1,1,1,1,1,1,1,1,1,mining
81 Zany Rob,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3243,3150,621,79,1,1,1,10,1,1,1,1,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mining
